5	0.1
l.Thi	s	31
l.Thr	o	1
l.Thu	s	1
l.To 	a	3
l.To 	b	1
l.To 	c	1
l.To 	t	2
l.Tod	a	2
l.Tur	k	1
l.Und	e	1
l.We 	a	6
l.We 	c	2
l.We 	d	2
l.We 	h	4
l.We 	m	7
l.We 	n	6
l.We 	s	5
l.We 	t	3
l.We 	w	1
l.Wel	l	1
l.Wha	t	3
l.Whe	r	1
l.Whi	l	5
l.Wit	h	4
l.Yes	t	1
l.You	 	2
l.You	n	1
l.You	t	1
l/glo	b	1
l/inf	o	1
l/mil	i	1
l: 'T	h	1
l: do	 	1
l: fe	w	1
l: in	 	1
l: it	 	1
l: pe	o	1
l: sa	f	1
l: sp	e	1
l: th	e	4
l: to	 	1
l: we	 	1
l: yo	u	2
l; an	d	3
l; co	t	2
l; in	s	1
l; is	s	1
l; it	 	2
l; ou	r	1
l; so	m	1
l; th	a	2
l; th	e	3
l; to	 	1
l; un	d	1
l; yo	u	1
l? An	d	1
l? Ca	n	1
l? Ha	v	1
l? Ho	w	1
l? Is	 	1
l? Ma	y	1
l? No	,	1
l? Th	e	1
l?Can	a	1
l?Doe	s	1
l?Wha	t	1
la - 	a	1
la Fa	t	2
la L√	∂	1
la Ma	r	1
la Mu	h	1
la On	e	1
la Un	i	1
la af	f	1
la an	d	2
la ar	e	1
la at	 	1
la ca	r	2
la ci	v	1
la fo	r	4
la fr	o	1
la is	 	2
la la	s	1
la of	 	3
la or	g	1
la pr	o	1
la so	l	1
la th	a	1
la to	 	2
la wa	s	1
la, A	n	1
la, M	e	1
la, a	s	1
la, f	o	1
la, o	n	2
la, s	o	1
la, t	h	3
la, w	h	1
la.Se	c	1
label	 	9
label	,	2
label	.	1
label	:	1
label	l	98
label	s	19
labil	i	4
lable	 	165
lable	,	13
lable	.	17
lable	;	4
lable	?	1
labor	a	56
labor	i	1
labou	r	297
labri	a	1
lace 	'	1
lace 	-	1
lace 	E	1
lace 	M	2
lace 	a	35
lace 	b	8
lace 	c	2
lace 	d	3
lace 	e	5
lace 	f	11
lace 	g	7
lace 	h	2
lace 	i	60
lace 	j	1
lace 	k	1
lace 	l	3
lace 	m	3
lace 	n	4
lace 	o	32
lace 	p	4
lace 	r	1
lace 	s	8
lace 	t	58
lace 	u	7
lace 	v	1
lace 	w	12
lace,	 	33
lace-	b	1
lace.	 	4
lace.	A	3
lace.	F	4
lace.	I	9
lace.	L	1
lace.	M	3
lace.	S	1
lace.	T	7
lace.	W	5
lace.	Y	1
lace:	 	2
lace;	 	1
lace?	 	2
laceb	o	1
laced	 	59
laced	.	3
lacem	e	10
lacen	t	1
laces	 	26
laces	,	2
laces	.	6
lacin	g	25
lacio	 	1
lacio	u	1
lack 	'	1
lack 	S	2
lack 	a	5
lack 	c	1
lack 	f	1
lack 	h	2
lack 	i	3
lack 	o	131
lack 	q	1
lack 	s	1
lack 	t	9
lack 	w	1
lacke	d	4
lacke	n	1
lacke	y	1
lacki	n	15
lackl	i	11
lackl	u	2
lackm	a	4
lacks	 	7
lacti	c	1
lacy 	t	1
lad -	 	1
lad S	h	1
lad a	n	1
lad o	f	1
lad t	h	11
lad t	o	7
lades	h	4
ladie	s	73
ladim	i	3
ladiƒ	ç	1
ladly	 	1
ladmi	n	2
lady 	w	1
lafi 	e	1
lafie	l	4
lafis	t	1
lafra	n	1
lag a	r	1
lag b	e	4
lag c	a	1
lag h	a	1
lag o	r	1
lag p	o	1
lag, 	a	1
lag, 	s	1
lag, 	w	1
laga 	a	1
lagas	y	6
lage 	a	1
lage 	c	3
lage 	f	2
lage 	i	4
lage 	s	2
lage 	v	1
lage.	W	1
lages	 	1
lages	,	2
lagge	d	4
laggi	n	11
lagha	n	2
lagin	g	3
lago 	o	2
lagra	n	2
lags 	b	2
lags 	f	1
lags 	i	1
lags 	o	1
lags,	 	1
lagsh	i	25
lague	 	1
lah i	m	1
lah s	h	1
lai S	t	1
laic 	i	1
laice	 	4
laid 	d	32
laid 	i	1
laid 	o	1
laid 	t	1
laid,	 	1
laim 	a	9
laim 	c	1
laim 	e	1
laim 	f	3
laim 	i	2
laim 	t	19
laim,	 	2
laime	d	6
laimi	n	2
laims	 	23
laims	,	2
laims	.	2
lain 	C	1
lain 	b	1
lain 	h	3
lain 	i	6
lain 	m	1
lain 	o	4
lain 	s	1
lain 	t	30
lain 	w	6
lain'	,	1
lain'	.	1
laina	n	1
laine	d	17
laini	n	8
lainl	y	3
lains	 	3
lains	,	1
laint	 	7
laint	?	1
laint	e	1
laint	i	4
laint	s	8
laire	,	1
lais 	a	2
lais 	w	1
lais,	 	1
lais.	T	1
laiss	e	1
lakes	 	2
lam (	L	1
lam F	a	1
lam a	n	1
lam f	a	1
lam, 	a	1
lam, 	w	2
lamat	i	2
lame 	B	1
lame 	a	1
lame 	c	1
lame 	f	2
lame 	g	1
lame 	l	2
lame 	r	1
lame 	t	1
lame 	u	1
lame,	 	4
lame.	W	1
lamed	 	4
lamed	,	1
lamed	.	1
lamen	t	2
lames	.	1
lamew	o	1
lamic	 	12
lamin	g	2
lamis	e	1
lamis	t	1
lamma	b	1
lamma	t	1
lamou	r	1
lan B	 	1
lan M	E	1
lan P	a	1
lan Z	v	1
lan a	 	1
lan a	g	1
lan a	h	1
lan a	i	2
lan a	l	2
lan a	n	14
lan a	s	2
lan c	o	1
lan d	o	1
lan d	r	1
lan e	v	1
lan f	o	22
lan i	n	7
lan i	s	6
lan l	a	1
lan o	f	2
lan o	n	11
lan o	r	1
lan r	e	2
lan s	o	1
lan t	a	1
lan t	h	7
lan t	o	17
lan w	a	2
lan w	h	3
lan w	i	4
lan, 	I	1
lan, 	N	1
lan, 	a	3
lan, 	d	1
lan, 	f	1
lan, 	i	1
lan, 	n	1
lan, 	p	2
lan, 	t	4
lan. 	I	2
lan.A	t	1
lan.E	q	1
lan.E	v	1
lan.F	u	1
lan.I	f	1
lan.L	a	1
lan.T	h	1
lan.W	e	1
lan.W	h	1
lan; 	f	1
lan; 	s	1
lana,	 	1
lanat	i	28
lanat	o	4
lanca	,	1
lance	 	182
lance	,	13
lance	.	7
lance	;	1
lance	d	99
lance	s	77
lanch	o	1
lanci	n	8
land 	-	2
land 	E	3
land 	I	1
land 	S	2
land 	a	50
land 	b	10
land 	c	8
land 	e	1
land 	f	6
land 	g	1
land 	h	4
land 	i	6
land 	j	1
land 	n	1
land 	o	9
land 	p	1
land 	s	5
land 	t	12
land 	u	3
land 	w	11
land'	s	8
land)	,	1
land,	 	62
land-	u	3
land.	A	1
land.	B	1
land.	C	1
land.	I	4
land.	M	2
land.	T	7
lande	d	3
lande	r	2
landf	i	2
landi	c	1
landi	n	3
landm	a	1
lando	w	4
lands	 	16
lands	,	11
lands	.	4
lands	c	10
lane 	a	1
lane 	c	4
laneo	u	1
lanes	 	2
lanet	 	4
lanet	'	2
lanet	,	1
lanet	.	5
lanet	;	1
lanet	s	1
langu	a	78
langu	i	1
lank 	i	1
lank 	r	1
lanks	 	1
lanne	d	29
lanne	r	1
lanni	n	77
lans 	a	6
lans 	c	1
lans 	f	13
lans 	h	2
lans 	i	4
lans 	m	2
lans 	o	6
lans 	s	2
lans 	t	16
lans 	w	1
lans,	 	8
lans.	 	1
lans.	I	1
lans.	T	3
lans.	t	1
lant 	a	6
lant 	c	2
lant 	d	2
lant 	h	3
lant 	i	3
lant 	o	2
lant 	p	1
lant 	r	1
lant 	s	2
lant 	w	3
lant'	s	1
lant,	 	6
lant.	 	1
lant.	H	1
lant.	O	1
lant.	W	1
lanti	c	32
lanti	n	7
lants	 	35
lants	,	7
lants	.	12
lants	:	1
lants	;	1
laou'	s	1
laou.	S	1
lap b	e	5
lap i	s	1
lap o	f	1
lap w	i	1
lap, 	h	1
lap, 	i	1
lappi	n	7
laps 	a	1
laps 	b	1
laps 	t	1
laps,	 	1
lapse	 	6
lapse	,	3
lapse	.	4
lapse	?	1
lapse	d	8
lapsi	n	1
lapto	p	1
lar -	 	10
lar 1	 	1
lar 2	 	2
lar E	U	1
lar E	c	1
lar I	 	1
lar I	r	1
lar M	e	1
lar O	n	2
lar P	a	1
lar R	e	1
lar S	M	1
lar S	c	1
lar T	w	2
lar V	i	1
lar a	 	2
lar a	b	1
lar a	c	2
lar a	g	1
lar a	n	10
lar a	p	1
lar a	r	2
lar a	s	5
lar a	t	28
lar a	w	1
lar b	a	4
lar b	e	3
lar b	o	1
lar b	u	2
lar b	y	3
lar c	a	6
lar c	e	1
lar c	h	6
lar c	i	2
lar c	o	22
lar c	r	2
lar d	a	1
lar d	e	3
lar d	i	5
lar d	u	1
lar e	c	3
lar e	m	8
lar e	n	2
lar e	x	2
lar f	a	3
lar f	e	1
lar f	o	11
lar f	r	3
lar g	r	1
lar h	a	3
lar h	i	1
lar i	m	11
lar i	n	23
lar i	s	8
lar j	o	1
lar l	a	2
lar l	e	3
lar l	o	1
lar m	a	3
lar m	e	5
lar m	i	2
lar m	o	4
lar m	u	1
lar n	a	3
lar n	e	2
lar n	u	1
lar o	f	21
lar o	n	4
lar o	p	2
lar o	r	2
lar p	a	2
lar p	h	2
lar p	o	3
lar p	r	14
lar q	u	1
lar r	a	1
lar r	e	24
lar r	i	1
lar r	o	1
lar s	a	1
lar s	e	2
lar s	h	1
lar s	i	7
lar s	o	2
lar s	t	8
lar s	u	3
lar s	y	3
lar t	h	23
lar t	o	23
lar t	r	3
lar t	y	1
lar u	n	2
lar w	a	2
lar w	e	1
lar w	h	2
lar w	i	11
lar w	o	2
lar w	r	1
lar's	 	1
lar, 	'	1
lar, 	A	1
lar, 	C	1
lar, 	I	16
lar, 	J	1
lar, 	M	4
lar, 	P	1
lar, 	S	1
lar, 	a	16
lar, 	b	8
lar, 	c	6
lar, 	d	4
lar, 	e	4
lar, 	f	13
lar, 	h	1
lar, 	i	34
lar, 	l	4
lar, 	m	3
lar, 	n	5
lar, 	o	12
lar, 	p	1
lar, 	r	6
lar, 	s	10
lar, 	t	103
lar, 	u	2
lar, 	w	23
lar, 	y	1
lar-b	a	1
lar. 	I	11
lar.A	l	1
lar.A	s	3
lar.C	o	1
lar.F	i	1
lar.H	o	1
lar.I	 	3
lar.I	n	2
lar.I	t	2
lar.L	i	1
lar.M	e	1
lar.M	r	1
lar.N	o	1
lar.O	f	1
lar.P	a	4
lar.T	h	13
lar.T	o	5
lar.W	h	1
lar.W	i	1
lar: 	o	2
lar; 	t	1
larab	l	2
larat	i	60
lard 	-	1
lard 	a	1
lard 	i	1
lard 	o	1
lard 	r	5
lard 	s	1
lard'	s	1
lard,	 	6
lard.	T	1
lare 	a	1
lare 	d	1
lare 	i	1
lare 	l	1
lare 	o	1
lare 	r	1
lare 	t	7
lare 	w	1
lared	 	29
lared	,	4
lared	.	2
lares	 	4
large	 	154
large	,	5
large	-	10
large	.	4
large	d	2
large	l	25
large	m	22
large	r	28
large	s	52
largi	n	2
laria	 	1
larie	s	4
larif	i	25
larif	y	46
larin	g	5
lario	u	1
laris	a	1
larit	i	27
larit	y	28
larly	 	419
larly	,	10
larm 	a	2
larm 	b	1
larm 	c	1
larm 	i	1
larm 	s	1
larm 	w	1
larme	d	4
larmi	n	7
larms	 	1
lars 	-	1
lars 	a	1
lars 	o	23
lars 	r	1
lars 	t	1
lars 	w	2
lars,	 	3
lars:	 	2
larsh	i	2
larus	 	33
larus	,	18
larus	.	11
larus	?	1
larus	i	6
lary 	b	1
lary 	i	1
lary 	o	1
lary,	 	1
las S	a	3
las a	n	1
las' 	D	1
las, 	C	1
las, 	i	1
lasak	 	2
lash 	i	1
lash 	t	1
lash 	w	5
lashe	d	2
lashe	s	3
lashi	n	3
lasik	 	1
lass 	a	1
lass 	d	1
lass 	i	2
lass 	m	1
lass 	o	2
lass 	p	1
lass 	w	1
lass,	 	2
lasse	d	2
lasse	s	6
lassi	c	5
lassi	f	15
lassr	o	1
last 	1	2
last 	2	2
last 	5	2
last 	6	1
last 	A	1
last 	D	5
last 	E	1
last 	F	2
last 	J	1
last 	M	5
last 	N	1
last 	O	3
last 	W	1
last 	a	5
last 	b	6
last 	c	10
last 	d	8
last 	e	1
last 	f	28
last 	g	1
last 	i	2
last 	l	1
last 	m	13
last 	o	4
last 	p	9
last 	r	8
last 	s	16
last 	t	17
last 	w	19
last 	y	46
last,	 	3
last-	m	3
last-	r	1
last.	 	1
last.	I	1
last.	T	2
laste	d	7
lasti	c	2
lasti	n	20
lastl	y	6
lasts	,	1
las√°	k	6
lat r	a	2
lat-r	a	1
latan	t	4
late 	2	2
late 	C	2
late 	H	1
late 	M	12
late 	P	1
late 	R	1
late 	a	13
late 	b	7
late 	c	5
late 	d	4
late 	e	3
late 	f	1
late 	g	4
late 	h	8
late 	i	14
late 	m	6
late 	o	4
late 	p	9
late 	s	4
late 	t	81
late 	w	1
late 	y	5
late,	 	3
late.	M	1
late.	S	2
late.	T	1
late:	 	1
lated	 	176
lated	,	2
lated	.	2
lated	;	2
lated	?	1
lated	l	1
latel	y	3
later	 	36
later	)	1
later	,	12
later	.	8
later	a	252
lates	 	59
lates	,	1
lates	t	19
latfi	s	1
latfo	r	16
latil	e	1
latil	i	13
latin	g	226
latio	n	1497
latit	u	1
lativ	e	276
laton	 	1
lator	 	13
lator	'	6
lator	,	2
lator	s	43
lator	y	115
latte	r	37
latur	e	8
lau s	k	1
lau, 	t	1
lau.W	e	1
laud 	t	13
laud.	I	1
lauda	b	2
laude	 	3
laude	d	2
laudi	n	2
lauds	 	1
laugh	 	1
laugh	,	1
laugh	i	1
laugh	t	5
launc	h	75
lause	 	34
lause	'	2
lause	,	7
lause	.	6
lause	;	1
lause	s	16
lausi	b	3
lav R	e	5
lave 	w	1
lave-	d	1
laver	y	3
lavia	 	2
lavia	,	1
lavou	r	1
law (	b	1
law (	o	1
law -	 	1
law a	c	2
law a	f	2
law a	n	42
law a	r	5
law a	t	1
law b	e	1
law b	u	1
law b	y	5
law c	a	3
law c	l	1
law c	o	6
law d	e	2
law d	i	1
law d	u	1
law e	n	4
law f	o	12
law f	r	2
law g	u	1
law i	n	27
law i	s	10
law l	e	1
law l	i	1
law l	o	1
law m	a	25
law m	e	1
law m	u	1
law o	f	11
law o	n	13
law o	p	1
law o	r	1
law p	r	4
law r	e	4
law r	i	1
law s	a	1
law s	h	1
law s	t	4
law s	y	1
law t	h	4
law t	o	7
law v	i	2
law w	a	2
law w	e	1
law w	h	5
law w	i	7
law w	o	2
law' 	a	1
law',	 	1
law'.	 	2
law'.	T	1
law(d	e	1
law, 	a	12
law, 	b	3
law, 	d	1
law, 	e	2
law, 	f	2
law, 	g	1
law, 	h	2
law, 	i	11
law, 	l	2
law, 	n	1
law, 	p	3
law, 	r	1
law, 	s	1
law, 	t	9
law, 	w	12
law, 	y	1
law-a	b	1
law. 	I	6
law.A	l	1
law.A	s	1
law.C	a	2
law.C	o	1
law.C	r	1
law.E	u	1
law.H	o	3
law.I	 	7
law.I	f	3
law.I	n	7
law.I	t	3
law.J	u	1
law.L	a	1
law.M	e	1
law.M	o	1
law.N	a	1
law.R	e	1
law.T	h	14
law.T	o	1
law.W	e	2
law.W	h	1
law.W	i	2
law.Y	e	1
law; 	w	1
law? 	W	1
lawed	 	3
lawfu	l	5
lawma	k	2
laws 	a	11
laws 	b	3
laws 	h	2
laws 	i	3
laws 	m	1
laws 	o	18
laws 	p	1
laws 	r	2
laws 	s	1
laws 	t	7
laws 	w	3
laws,	 	4
laws.	 	3
laws.	A	1
laws.	H	1
laws.	I	3
laws.	T	3
laws?	 	1
lawye	r	15
lax i	n	1
lax o	r	1
lax p	o	1
lax t	h	1
laxat	i	2
laxed	 	2
laxin	g	2
laxit	y	1
lay -	 	1
lay B	u	1
lay S	e	23
lay a	 	58
lay a	d	1
lay a	n	26
lay a	s	1
lay a	t	1
lay b	e	3
lay d	e	1
lay d	o	9
lay f	o	2
lay h	e	1
lay i	n	24
lay i	s	1
lay i	t	5
lay j	u	1
lay m	y	1
lay n	o	2
lay o	f	5
lay o	n	4
lay o	u	2
lay p	r	1
lay r	e	1
lay t	h	17
lay t	o	2
lay w	h	4
lay w	i	1
lay, 	a	1
lay, 	b	1
lay, 	f	1
lay, 	h	1
lay, 	o	1
lay, 	p	1
lay, 	s	1
lay. 	I	1
lay.E	a	1
lay.F	u	1
lay.I	n	4
lay.I	t	1
lay.L	a	1
lay.N	o	1
lay.T	h	2
lay.W	e	1
layed	 	42
layed	.	3
layer	 	25
layer	,	4
layer	.	4
layer	e	1
layer	s	24
layev	,	2
layin	g	55
layof	f	1
lays 	a	27
lays 	d	14
lays 	g	1
lays 	i	14
lays 	o	4
lays 	s	1
lays 	t	8
lays 	w	1
lays,	 	4
lays.	A	1
lays.	I	3
laysi	a	1
layth	i	2
lazer	 	1
lazy,	 	1
la√ü 	a	1
la√ü,	 	1
la≈£i	,	1
lbani	a	12
lbao 	a	1
lbein	g	1
lbeit	 	12
lberg	 	1
lbert	 	2
lbert	a	1
lbert	i	13
lblaz	e	1
lbox 	f	1
lbox 	i	1
lbox 	t	1
lbox 	w	2
lbox'	 	3
lbox'	,	1
lbox-	b	1
lbr a	n	1
lbr c	o	1
lbr f	o	1
lbr h	a	1
lbr o	n	1
lbr r	e	2
lbr s	i	1
lbr's	 	4
lbr, 	b	1
lchev	a	1
lcoho	l	3
lcolm	 	1
lcome	 	319
lcome	,	6
lcome	.	5
lcome	d	27
lcome	s	38
lcomi	n	11
lcrum	 	3
lcsy,	 	1
lcula	b	2
lcula	t	23
lcz, 	w	1
ld 'g	e	1
ld 'p	o	1
ld 's	t	1
ld (p	o	1
ld - 	a	2
ld - 	m	2
ld - 	o	1
ld - 	t	3
ld 20	0	1
ld 20	1	1
ld Ar	t	1
ld As	i	1
ld As	s	1
ld Ba	n	10
ld Bu	s	1
ld Ch	a	1
ld Co	m	1
ld Cu	p	2
ld Da	y	1
ld EU	 	2
ld EU	R	1
ld Eu	r	4
ld Fo	r	1
ld GD	P	5
ld Gr	e	1
ld He	a	5
ld I 	j	2
ld I 	p	1
ld I 	r	1
ld I 	w	1
ld IT	E	1
ld Ir	i	1
ld La	b	1
ld MF	F	2
ld Me	m	2
ld Or	g	1
ld Pa	r	1
ld SG	P	1
ld Si	d	1
ld Sl	o	1
ld So	c	1
ld St	a	2
ld Tr	a	50
ld Tr	i	1
ld Tu	s	1
ld Wa	r	5
ld Wi	l	1
ld a 	E	2
ld a 	G	1
ld a 	U	1
ld a 	b	1
ld a 	c	4
ld a 	d	2
ld a 	f	2
ld a 	g	2
ld a 	p	3
ld a 	r	1
ld a 	s	5
ld a 	u	1
ld ab	o	1
ld ac	c	5
ld ac	h	4
ld ac	q	1
ld ac	t	15
ld ad	d	11
ld ad	m	1
ld ad	o	6
ld ad	v	1
ld af	f	4
ld ag	a	2
ld ag	e	3
ld ag	r	7
ld ai	d	2
ld ai	m	5
ld al	l	22
ld al	m	1
ld al	r	4
ld al	s	248
ld al	w	7
ld am	o	2
ld an	 	1
ld an	a	1
ld an	d	53
ld an	i	1
ld an	y	2
ld ap	p	19
ld ar	b	1
ld ar	e	6
ld ar	g	9
ld ar	i	3
ld as	 	3
ld as	k	29
ld as	s	5
ld at	 	8
ld at	t	1
ld au	t	4
ld av	o	7
ld aw	a	2
ld ba	c	2
ld ba	d	1
ld ba	n	2
ld be	 	1103
ld be	,	1
ld be	.	3
ld be	:	1
ld be	a	3
ld be	c	17
ld be	g	3
ld be	h	2
ld be	l	2
ld be	n	16
ld be	t	2
ld bl	o	1
ld bo	o	1
ld bo	r	1
ld bo	t	1
ld bo	y	1
ld br	i	12
ld bu	i	2
ld by	 	15
ld ca	l	10
ld ca	n	2
ld ca	r	4
ld ca	s	1
ld ca	u	4
ld ce	r	13
ld ch	a	3
ld ch	e	1
ld ch	o	3
ld ci	t	1
ld cl	a	1
ld cl	e	5
ld cl	o	2
ld co	l	2
ld co	m	25
ld co	n	82
ld co	o	6
ld co	r	1
ld co	s	2
ld co	u	1
ld co	v	6
ld cr	e	11
ld cr	i	1
ld cu	l	1
ld cu	r	2
ld cu	t	2
ld da	m	1
ld de	a	3
ld de	b	2
ld de	f	9
ld de	l	1
ld de	m	7
ld de	p	1
ld de	s	1
ld de	v	7
ld di	m	1
ld di	s	7
ld do	 	12
ld dr	a	6
ld dr	i	1
ld du	r	1
ld ea	s	1
ld ec	h	1
ld ec	o	3
ld ef	f	1
ld ei	t	2
ld em	b	1
ld em	p	6
ld en	a	17
ld en	c	12
ld en	d	7
ld en	g	2
ld en	j	1
ld en	l	1
ld en	o	2
ld en	s	24
ld en	t	4
ld en	v	1
ld eq	u	1
ld er	o	1
ld es	p	1
ld es	t	6
ld ev	e	11
ld ex	a	2
ld ex	e	1
ld ex	p	11
ld ex	t	2
ld fa	c	8
ld fa	i	5
ld fa	l	2
ld fa	m	1
ld fi	n	9
ld fi	r	11
ld fl	a	1
ld fl	o	1
ld fo	c	10
ld fo	l	2
ld fo	r	14
ld fo	s	1
ld fr	e	2
ld fr	o	1
ld fu	n	2
ld fu	r	1
ld ge	n	1
ld ge	t	6
ld gh	o	1
ld gi	v	16
ld gl	o	1
ld go	 	23
ld go	v	3
ld gr	a	8
ld gr	e	2
ld gr	o	2
ld gu	a	3
ld gu	i	2
ld ha	n	2
ld ha	p	4
ld ha	s	1
ld ha	v	185
ld he	 	1
ld he	a	1
ld he	l	24
ld he	r	1
ld hi	g	11
ld hi	m	1
ld hi	s	2
ld ho	a	1
ld ho	n	1
ld ho	p	3
ld ho	s	1
ld ho	u	1
ld id	e	1
ld im	m	3
ld im	p	18
ld in	 	42
ld in	c	45
ld in	d	5
ld in	f	6
ld in	i	1
ld in	s	7
ld in	t	6
ld in	v	7
ld is	 	6
ld is	s	4
ld it	 	12
ld it	,	1
ld it	s	8
ld je	o	3
ld jo	i	1
ld ju	n	1
ld ju	s	13
ld ke	e	9
ld kn	o	3
ld la	b	35
ld la	n	2
ld la	s	3
ld la	u	1
ld la	w	1
ld le	a	40
ld le	v	4
ld li	a	1
ld li	e	1
ld li	k	574
ld li	m	2
ld li	s	1
ld li	v	2
ld lo	o	9
ld lo	s	2
ld lo	v	1
ld lo	w	1
ld ma	i	1
ld ma	k	48
ld ma	n	2
ld ma	r	7
ld ma	t	2
ld me	a	12
ld me	e	6
ld me	n	5
ld me	r	2
ld me	s	1
ld mi	s	1
ld mo	b	1
ld mo	r	4
ld mo	s	2
ld mo	v	6
ld mu	s	2
ld my	 	1
ld na	m	1
ld ne	c	1
ld ne	e	5
ld ne	g	2
ld ne	i	1
ld ne	v	11
ld no	 	3
ld no	n	2
ld no	r	2
ld no	t	292
ld no	w	15
ld nu	c	3
ld ob	j	2
ld ob	l	2
ld ob	t	1
ld ob	v	1
ld of	 	81
ld of	f	2
ld on	 	11
ld on	,	1
ld on	.	1
ld on	c	2
ld on	e	1
ld on	l	25
ld on	t	3
ld op	e	1
ld op	p	2
ld op	t	1
ld or	 	2
ld or	d	7
ld or	g	2
ld ot	h	8
ld ou	r	1
ld ou	t	1
ld ov	e	4
ld pa	r	9
ld pa	v	1
ld pa	y	8
ld pe	a	2
ld pe	n	1
ld pe	r	7
ld pl	a	21
ld pl	u	1
ld po	i	12
ld po	l	1
ld po	p	1
ld po	s	5
ld po	t	4
ld po	w	7
ld pr	e	14
ld pr	i	3
ld pr	o	70
ld pu	b	4
ld pu	r	2
ld pu	t	8
ld qu	e	2
ld ra	t	4
ld re	a	7
ld re	c	7
ld re	d	7
ld re	f	9
ld re	g	6
ld re	i	3
ld re	j	2
ld re	l	1
ld re	m	31
ld re	p	14
ld re	q	5
ld re	s	27
ld re	t	4
ld re	v	2
ld ri	g	1
ld ri	n	1
ld ru	n	2
ld sa	c	1
ld sa	f	1
ld sa	v	6
ld sa	y	32
ld se	c	1
ld se	e	16
ld se	i	1
ld se	n	14
ld se	r	10
ld se	t	8
ld se	x	1
ld sh	a	3
ld sh	o	12
ld si	g	3
ld si	m	12
ld si	n	1
ld sl	i	1
ld sl	o	3
ld sm	o	1
ld so	 	1
ld so	l	3
ld so	m	2
ld so	o	1
ld sp	e	6
ld sp	r	1
ld st	a	21
ld st	e	2
ld st	i	15
ld st	o	3
ld st	r	38
ld st	u	1
ld su	b	3
ld su	c	3
ld su	f	4
ld su	g	6
ld su	p	9
ld su	r	2
ld ta	b	1
ld ta	c	4
ld ta	k	39
ld ta	l	4
ld te	c	2
ld te	l	1
ld th	a	17
ld th	e	157
ld th	i	7
ld th	o	1
ld th	r	4
ld th	u	2
ld to	 	12
ld to	d	2
ld tr	a	18
ld tr	e	1
ld tr	u	5
ld tr	y	4
ld tu	r	2
ld tw	o	1
ld un	a	1
ld un	d	21
ld un	l	1
ld up	 	5
ld up	h	1
ld ur	g	6
ld us	 	4
ld us	,	1
ld us	e	10
ld ut	i	1
ld va	l	1
ld ve	g	1
ld ve	r	11
ld vi	e	1
ld vo	t	3
ld wa	i	5
ld wa	l	1
ld wa	n	2
ld wa	s	2
ld wa	y	1
ld we	 	15
ld we	l	7
ld wh	e	6
ld wh	i	3
ld wh	o	3
ld wh	y	1
ld wi	l	2
ld wi	s	1
ld wi	t	10
ld wo	r	5
ld wo	u	1
ld yo	u	15
ld' (	C	1
ld' E	U	1
ld' M	e	1
ld' a	n	1
ld' b	y	1
ld' f	o	1
ld' i	n	2
ld' i	s	1
ld', 	a	1
ld', 	p	1
ld', 	w	1
ld'. 	A	2
ld'. 	I	2
ld'. 	W	2
ld's 	b	2
ld's 	c	1
ld's 	d	1
ld's 	e	5
ld's 	f	3
ld's 	g	1
ld's 	i	1
ld's 	k	1
ld's 	l	9
ld's 	m	4
ld's 	n	2
ld's 	p	3
ld's 	s	1
ld's 	v	1
ld, 1	 	1
ld, 1	4	1
ld, I	 	2
ld, a	b	1
ld, a	c	1
ld, a	n	10
ld, a	s	5
ld, a	t	1
ld, b	e	1
ld, b	u	7
ld, b	y	1
ld, c	o	4
ld, d	e	1
ld, d	o	1
ld, g	e	1
ld, h	a	1
ld, h	o	11
ld, i	f	2
ld, i	n	16
ld, i	s	2
ld, i	t	3
ld, l	i	1
ld, m	o	2
ld, n	e	1
ld, n	o	1
ld, o	f	3
ld, o	n	2
ld, o	r	1
ld, o	u	2
ld, o	v	1
ld, p	e	1
ld, p	r	1
ld, p	u	1
ld, q	u	1
ld, t	h	12
ld, t	o	2
ld, u	n	1
ld, w	e	1
ld, w	h	6
ld, w	i	4
ld,'a	p	1
ld-ce	n	3
ld-fa	s	2
ld-le	a	2
ld-or	i	1
ld-pl	a	1
ld-re	a	1
ld-re	n	1
ld. A	 	1
ld. G	D	1
ld. I	 	12
ld.As	 	1
ld.At	 	1
ld.Bu	t	1
ld.By	 	2
ld.Co	r	1
ld.En	s	1
ld.Eu	r	1
ld.Ev	e	1
ld.Fi	n	1
ld.Fi	r	1
ld.Fu	r	1
ld.Ha	v	1
ld.He	,	1
ld.Hi	t	1
ld.Ho	p	1
ld.Ho	w	3
ld.I 	a	1
ld.I 	t	1
ld.I 	v	5
ld.I 	w	2
ld.If	 	1
ld.In	 	5
ld.In	f	1
ld.It	 	4
ld.La	d	1
ld.Le	t	2
ld.Li	t	1
ld.Mi	n	1
ld.Mr	 	3
ld.Mu	t	1
ld.My	 	1
ld.Na	t	1
ld.No	w	1
ld.Ob	v	1
ld.Of	 	2
ld.On	 	2
ld.Ou	r	1
ld.Si	n	1
ld.So	v	1
ld.St	a	1
ld.Th	e	19
ld.Th	i	4
ld.We	 	9
ld.Wh	e	1
ld.Ye	t	1
ld.Yo	u	1
ld.Œ§	h	1
ld: '	d	1
ld: '	s	1
ld: f	r	1
ld: i	t	1
ld; e	m	1
ld; t	h	1
ld? I	t	1
ldass	a	1
ldcar	e	13
lde's	 	1
lded 	p	2
ldeir	a	2
lden 	B	1
lden 	f	1
